"","StartupName","name","designation","otherInfo","education","skills","markets"
"707","resolutiontube","arnavanand","Founder/CEO at Jova • Worked at Boston Scientific • EIR at University of California, Berkeley • Studied at University of Wisconsin, Madison","Founder/CEO at Jova • Worked at Boston Scientific • EIR at University of California, Berkeley • Studied at University of Wisconsin, Madison","University Of California, Berkeley; Stanford University; University of Wisconsin, Madison; Delhi College of Engineering","San Francisco; Seattle",""
"709","zaprlabs","deepakbaid","Entrepreneur. Worked with various global consulting firms. IIM Ahmedabad 2010. IIT Madras 2006.","Entrepreneur. Worked with various global consulting firms. IIM Ahmedabad 2010. IIT Madras 2006.","Indian Institute of Technology - Madras; Indian Institute of Management - Ahmedabad","Gurgaon",""
"710","fabhotels","adarshmanpuria","","Love to build startups. Experience in online marketing/ growth hacking, product and operations. Wharton MBA. Ex-consultant/ investment analyst","Wharton School; University of Delhi","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"711","little-eye-labs","lakshmankakkirala","Cofounder","Cofounder @Little Eye Labs • Worked at @Yahoo, @IBM, @Adobe, @Rational Software • Studied at IISc, NITW","Indian Institute of Science","",""
"712","little-eye-labs","kumarrangarajan","","Founder & Chief Ion @Little Eye Labs • Worked at @Hewlett-Packard, @Rational Software, @IBM, @Bluecoat","Bharath Institute Of Science And Technology","Bengaluru",""
"713","little-eye-labs","satyamkandula","","Founder @Little Eye Labs • Eclipse JDT Committer • Worked at @IBM Software Labs, @Rational Software • Studied at @Indian Institute of Technology - Kharagpur","Indian Institute of Technology - Kharagpur","",""
"714","hypertrack","kashyapdeorah","(current),","@HyperTrack (current), @JustChalo (acquired by @OpenTable), @Chaupaati Bazaar (acquired by @Future Group), author of The Golden Tap, Angel since 2010","Indian Institute Of Technology - Bombay","Mumbai; India; San Francisco",""
"715","healthcaremagic-1","shekharsahu","Co-founder at HealthcareMagic","Co-founder at HealthcareMagic","Indian Institute of Management - Bangalore","Bengaluru",""
"716","flinto","arunprasaddurairaj","Cofounder & CEO, Flintobox. Dartmouth/Tuck Alum, Managed cross-border M&A at Samsung Corp. Early Childhood Enthusiast","Cofounder & CEO, Flintobox. Dartmouth/Tuck Alum, Managed cross-border M&A at Samsung Corp. Early Childhood Enthusiast","Dartmouth College","",""
"717","innerchef","rajeshsawhney","Founder of GSF Accelerator, GSF Superangels and GSF Forum. Co-host of Founders Forum India. Angel investor in 12 companies including","Founder of GSF Accelerator, GSF Superangels and GSF Forum. Co-host of Founders Forum India. Angel investor in 12 companies including @Viki, @MobStac, @Biosense, @Chhotu, @Autowale, @brandidea, @Pokkt, @serialinnovations","","","All Markets; Mobile"
"718","hummingbill","adamwalker","Adam is 3x entrepreneur, a Carnegie Mellon and RIT alum, a Kauffman Global Scholar and an alumnus of the Startup Chile business incubator.","Adam is 3x entrepreneur, a Carnegie Mellon and RIT alum, a Kauffman Global Scholar and an alumnus of the Startup Chile business incubator.","Carnegie Mellon University; Rochester Institute of Technology","","Sales"
"719","allaccessbackstage","kevinsurace","CEO","CEO @Appvance • INC Entrepreneur of the Year. Led @Serious Energy to $50M+ revenue, 420 team members & 70,000 projects. Multiple exits. Awarded 23 patents.","Rochester Institute of Technology","","Silicon Valley; Sunnyvale"
"720","allaccessbackstage","calboyington","","Successfully transitioned between digi & traditional media; between being a top seller, buyer & producer, between the creative & business sides of the industry.","University of Northern Colorado","","Sales and Marketing; Product Development; Negotiation; Content Strategy; Content Marketing; Content Creation; Digital Media; Digital Marketing; Audience Targeting; Audience Development; Social Media Strategy; Social Media Marketing; Telecommunications; Social Media; Mobile; Television Production; WEB; Team Leadership; Leadership; Networking; Lead Generation; Creative Problem Solving; Events; Video Editing; Content Syndication; Music Startups; Talent Management; Post Production; Comedy; Performing Artist; Artist Management; Public Relations; Entertainment Publicity; Advertising; Business Development; Business Strategy; Distribution; E-Commerce; Entertainment; Google Analytics; HTTPS; HTML; Integrity; Management; Marketing Management; Packaging; Planning; Programming; Sales; Salesforce; Samba; Strategic Partnerships; Talent Acquisition; Video; Web Technologies"
"721","dealsandyou","sampadswain","Founder & CEO","Founder & CEO @Instamojo. 3x startups. 1 exit.","","","Team Building; Product Development; Biz Dev; Fundraising"
"722","nextdrop","anusridharan","Founder NextDrop • Studied at","Founder NextDrop • Studied at @UC Berkeley","University Of California, Berkeley; UC Berkeley","",""
"723","mealhopper","lampubhutia","","MBA from IMT, worked with companies that operates in different verticals (FMCG, Environmental, Aviation & IT)","IMT Ghaziabad; Delhi College of Engineering","",""
"724","iimjobs","tarunmatta","founder of","founder of @iimjobs.com - an exclusive job board for MBAs from top business schools in India. IIM Indore (2003) and IT-BHU (2000) alumnus.","","India",""
"725","eksms","anirudhsuri","MD of India Internet Group (early stage India-focused fund). Founder","MD of India Internet Group (early stage India-focused fund). Founder @Findable.in. MBA-MPA from Wharton/Harvard and ex-McKinsey.","Harvard University; University of Pennsylvania; Wharton School; Haverford College; London School of Economics","","Mobile; Consumer Internet; SaaS; Location Based Services; Big Data; Analytics; Real Time; Mobile Commerce; Mobile Advertising; Local Advertising; Personalization; E-Commerce; Marketplaces; Social Commerce; E-Commerce Platforms"
"726","milaap-social-ventures","anojviswanathan","","","","Singapore; Bengaluru",""
"727","milaap-social-ventures","mayukhchoudhury","","Co-founder at Milaap Social Ventures","","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"728","overcart","saptarshinath","Founder","Founder @Overcart • Studied at @Hindu College, @Delhi School Of Economics","Delhi School Of Economics; Hindu College","","User Experience Design; Process Management; Sales and Marketing; Social Media Marketing; Data Analysis; Management Consulting; Vendor Management"
"729","flip-technologies-3","jibinjose","Founder & CEO","Founder & CEO @Flipmotion, Inc (RideBlock) 
SvSquare - Rajeev Motwani Circle Fellow. 
Qualcomm Qprize 2015, India runner-up","Cochin University of Science and Technology; Toch Institute Of Science And Technology","","Android; Adobe Photoshop; Product Development; User Experience Design; Business Development; Mobile Application Development; Community Evangelism"
"730","doctorc","mansigandhi","Founder & COO","Founder & COO @DoctorC • Worked at @oracle-corporation • Studied at @Cornell University, @Birla Institute of Technology and Science","Cornell University; Birla Institute of Technology and Science","","Hyderabad; Foster City"
"731","doctorc","karankurani","","Founder @DoctorC , @Shoutt • Worked at @Funzio • Studied at @Cornell University","Cornell University; Institute of Technology, Nirma University","","Analytics & Reporting; Programming; Backend Development; Frontend Development; Full Stack Development; Game Development; Mobile Development; Software Architecture; Web Development; Machine Learning; Analytics; Software Design"
"732","studypad","arpitjain","Founder & CEO of StudyPad.","Founder & CEO of StudyPad.","Indian Institute of Technology - Kharagpur","","Asia; New York City; Silicon Valley; San Francisco; Gurgaon; Bengaluru"
"733","studypad","joydeepnath","","Works at Splash Math. Experience with Business Analysis, Business Strategy, Business Development","","Business Strategy; Business Analysis; Business Development; Strategic Planning; Sourcing","Consumer Internet; Mobile Commerce; Big Data; Personal Health; Education; K-12 Education; Education Technology; Educational Games; Education Apps"
"734","innovaccer-2","abhinavshashank","Founder","Founder @InnovAccer • Worked at @Ingersoll Rand, @ASME","Indian Institute of Technology - Kharagpur ( IIT Kharagpur)","","Delhi"
"735","innovaccer-2","kanavhasija","","Founded @innovaccer; Studied at @Indian Institute of Technology - Kharagpur, @University of New Hampshire School of Law; Strong Patent IP Background (Scholar).","University of New Hampshire School of Law; Indian Institute of Technology - Kharagpur","","Data Mining; Data Analysis; Patents / IP; Machine Learning"
"736","innovaccer-2","sandeepkgupta","","Founder @InnovAccer • Worked at @Microsoft, • Entrepreneur Partner @Ingersoll Rand• Studied at @Indian Institute of Management - Ahmedabad","Indian Institute of Management - Ahmedabad","Delhi",""
"737","embibe","aditiavasthi","Director, Corporate Development, Mobile Commerce Business at Barclaycard US","Director, Corporate Development, Mobile Commerce Business at Barclaycard US","","Video",""
"738","chaupaati-bazaar","kashyapdeorah","","Chalo (acquired by OpenTable), Chaupaati Bazaar (acquired by Future Group), Righthalf.com (acquired by Stratify). IIT Bombay CS'00.","Indian Institute Of Technology - Bombay","Mumbai; India; San Francisco",""
"739","venturesity","prashantkoirala","","Co-founder VentureHire.; Business Through Different Lenses. Past - Operations: @iddcr @Sleepcare India; Transaction Advisory: @Focus @Lexbridge; Investments: @American Capital @New Markets Venture Partners; Countries: US, India, China, Australia, Europe","University of Maryland, College Park","India; District of Columbia; Bengaluru; Hyderabad; Maryland",""
"740","appknox","subhohalder","Mobile Security Researcher | Co-founder","Mobile Security Researcher | Co-founder @Appknox | Speaker & Trainer @ International Security Conferences | Found security vulnerabilities in Google, Apple, PP","Kalinga Insitute of Industrial Technology","","Australia; United States; United Kingdom; Switzerland; Silicon Valley; Singapore"
"741","appknox","prateekpanda","","Entrepreneur, Lover of Tech. Co-Founder & CMO @Appknox , Founder @TheTechPanda, MBA @ SPJIMR, Mumbai","S.P. Jain Institute Of Mangement And Research; Kalinga Insitute of Industrial Technology","","Business Strategy; Sales and Marketing; Product Management; Product Strategy; Digital Marketing"
"742","timesaverz","debaduttaupadhyaya","CEO Timesaverz. University topper. Leadership roles at start ups and Fortune 500 companies. Yahoo! Ratna and Axis Burgundy Achievers' Awardee.","CEO Timesaverz. University topper. Leadership roles at start ups and Fortune 500 companies. Yahoo! Ratna and Axis Burgundy Achievers' Awardee.","","","Sales and Marketing; PL Management"
"743","timesaverz","lovnishbhatia","","Co-Founder Timesaverz Dotcom Private Limited, a tech enthusiast and business development combination with a possessive power to persuade.","","","Technology; Business Development; Business Operations; Work-Flow Management; Training"
"744","teabox","kaushaldugar","CEO of Asianteaxpress Pte Ltd. Worked at KPMG Corporate Finance & Strategy, Citibank. Founded Entrepreneurship Society at University and an electronic recycling startup (failed).","CEO of Asianteaxpress Pte Ltd. Worked at KPMG Corporate Finance & Strategy, Citibank. Founded Entrepreneurship Society at University and an electronic recycling startup (failed).","Singapore Management University","",""
